id,division,name,country,age,rank_raw,rank_type,rank_slot,is_champ,wins,draws,losses,rating,streak,last_fight_date,next_available_date,rating_history,rank_history,is_active
12,Flyweight,Тим Эллиот,США,38,11,RANKED,11.0,0,0,0,0,1405.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1405.0}]","[{""d"": ""2026-01-01"", ""rank"": 11}]",1
13,Flyweight,Бруно Сильва,Бразилия,35,12,RANKED,12.0,0,0,0,0,1440.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1440.0}]","[{""d"": ""2026-01-01"", ""rank"": 12}]",1
14,Flyweight,Хесус Агилар,Мекска,28,13,RANKED,13.0,0,0,0,0,1430.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1430.0}]","[{""d"": ""2026-01-01"", ""rank"": 13}]",1
15,Flyweight,Рамазан Темиров,Узбекистан,28,14,RANKED,14.0,0,0,0,0,1420.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1420.0}]","[{""d"": ""2026-01-01"", ""rank"": 14}]",1
16,Flyweight,Джошуа Ван,Мьянма,23,15,RANKED,15.0,0,0,0,0,1500.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1500.0}]","[{""d"": ""2026-01-01"", ""rank"": 15}]",1
17,Flyweight,Чарльз Джонсон,США,34,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
18,Flyweight,Коди Дёрден,США,33,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
19,Flyweight,Азат Максум,Казахстан,29,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
20,Flyweight,Су Мудаержи,Китай,29,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
21,Flyweight,Мэтт Шнелл,США,35,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
22,Flyweight,Давид Дворак,Чехия,32,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
23,Flyweight,Фелипе дос Сантос,Бразилия,24,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
24,Flyweight,Виктор Альтамирано,Мексика,33,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
25,Flyweight,Денис Бондарь,Украина,32,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
26,Flyweight,Клейтон Карпентер,США,28,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
27,Flyweight,Джейк Хадли,Англия,28,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
28,Flyweight,Аллан Насименто,Бразилия,33,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
29,Flyweight,Карлос Эрнандес,США,30,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
30,Flyweight,Си Джей Вергара,США,33,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
31,Flyweight,Тацуро Тайра,Япония,24,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
32,Flyweight,Ньямджаргал Тумендемберел,Монголия,26,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
33,Flyweight,Андрей Аугусто,Бразилия,32,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
34,Flyweight,Игорь Северино,Бразилия,21,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
35,Flyweight,Луис Пахуэло,Перу,29,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
