id,division,name,country,age,rank_raw,rank_type,rank_slot,is_champ,wins,draws,losses,rating,streak,last_fight_date,next_available_date,rating_history,rank_history,is_active
27,Featherweight,Билли Куарантилло,США,36,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
28,Featherweight,Шон Вудсон,США,32,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
29,Featherweight,Мухаммад Наимов,Таджикистан,30,***,UNRANKED,,0,0,0,0,1350.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1350.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
30,Featherweight,Богдан Град,Австрия,29,***,UNRANKED,,0,0,0,0,1330.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1330.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
31,Featherweight,Габриэль Сантос,Бразилия,28,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
32,Featherweight,Дэнни Сильва,США,28,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
33,Featherweight,Кевин Валлэхос,Аргентина,23,***,UNRANKED,,0,0,0,0,1370.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1370.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
34,Featherweight,Джулиан Эроса,США,35,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
35,Featherweight,Крис Гутиеррез,США,34,***,UNRANKED,,0,0,0,0,1350.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1350.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
36,Featherweight,Д'Амон Блэкшир,США,30,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
37,Featherweight,Тимоти Куамба,США,26,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
38,Featherweight,Хосе Мигель Дельгадо,США,26,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
39,Featherweight,Мелсик Багдасарян,Армения,33,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
40,Featherweight,Хайдер Эмил,Филиппины,34,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
41,Featherweight,Чепе Марискал,Мексика,32,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
42,Featherweight,Ду Хо Чой,Южная Корея,33,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
43,Featherweight,Брайс Митчелл,США,30,***,UNRANKED,,0,0,0,0,1390.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1390.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
