id,division,name,country,age,rank_raw,rank_type,rank_slot,is_champ,wins,draws,losses,rating,streak,last_fight_date,next_available_date,rating_history,rank_history,is_active
16,Lightweight,Маурисио Руффи,Бразилия,28,15,RANKED,15.0,0,0,0,0,1430.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1430.0}]","[{""d"": ""2026-01-01"", ""rank"": 15}]",1
17,Lightweight,Людовит Клайн,Словакия,30,***,UNRANKED,,0,0,0,0,1350.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1350.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
18,Lightweight,Бобби Грин,США,38,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
19,Lightweight,Игнасио Бахамондес,Чили,27,***,UNRANKED,,0,0,0,0,1380.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1380.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
20,Lightweight,Исмаэль Бонфим,Бразилия,29,***,UNRANKED,,0,0,0,0,1380.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1380.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
21,Lightweight,Джэрад Гордон,США,36,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
22,Lightweight,Винс Пичел,США,42,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
23,Lightweight,Насрат Хакпараст,Морокко,28,***,UNRANKED,,0,0,0,0,1350.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1350.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
24,Lightweight,Вячеслав Борщёв,Россия,33,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
25,Lightweight,Том Нолан,США,24,***,UNRANKED,,0,0,0,0,1350.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1350.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
26,Lightweight,Рузвельт Робертс,США,31,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
27,Lightweight,Матеуш Ребецки,Польша,32,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
28,Lightweight,Крис Данкан,Шотландия,31,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
29,Lightweight,Мыктыбек Оролбай,Киргизия,27,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
30,Lightweight,Тиаго Мойзез,США,29,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
31,Lightweight,Нурулло Алиев,Таджикистан,24,***,UNRANKED,,0,0,0,0,1350.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1350.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
32,Lightweight,Джо Соллеки,США,31,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
33,Lightweight,Диего Феррейра,Бразилия,40,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
34,Lightweight,Назым Садыхов,Азербайджан,30,***,UNRANKED,,0,0,0,0,1350.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1350.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
35,Lightweight,Александр Хернандез,США,32,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
36,Lightweight,Мануэль Торрес,Мексика,30,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
37,Lightweight,Рафа Гарсия,Мексика,30,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
38,Lightweight,Мэйсон Джонс,Уэльс,30,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
39,Lightweight,Содик Юсуфф,Нигерия,31,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
40,Lightweight,Гурам Кутателадзе,Грузия,33,***,UNRANKED,,0,0,0,0,1350.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1350.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
41,Lightweight,Чейс Хупер,США,25,***,UNRANKED,,0,0,0,0,1380.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1380.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
42,Lightweight,Курт Холобау,США,38,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
43,Lightweight,Фарес Зиам,Франция,27,***,UNRANKED,,0,0,0,0,1380.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1380.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
44,Lightweight,Кауе Фернандес,Бразилия,30,***,UNRANKED,,0,0,0,0,1300.0,0,,2026-01-01,"[{""d"": ""2026-01-01"", ""r"": 1300.0}]","[{""d"": ""2026-01-01"", ""rank"": null}]",1
